action;price;state
buyEURUSD;1.17297;(0, -2, 0)
buyAUDUSD;0.78973;(0, -2, 0)
buyAUDUSD;0.78964;(0, -1, 0)
buyAUDUSD;0.78952;(0, -1, 0)
buyEURUSD;1.17305;(0, -1, 0)
buyGBPUSD;1.28672;(0, -1, 0)
buyEURUSD;1.17325;(0, -1, 0)
buyAUDUSD;0.78955;(0, -1, 0)
buyGBPUSD;1.28658;(0, -1, 0)
nothing;0.0;(0, -1, 0)
buyGBPUSD;1.28641;(0, -1, 0)
buyEURUSD;1.17303;(0, -1, 0)
buyEURUSD;1.17342;(0, -1, 0)
buyAUDUSD;0.78967;(0, -1, 0)
sellEURUSD;1.17349;(0, -2, 0)
nothing;0.0;(0, -2, 0)
buyEURUSD;1.17364;(0, -1, 0)
nothing;0.0;(0, -1, 0)
buyEURUSD;1.17331;(0, -1, 0)
buyEURUSD;1.17335;(0, -1, 0)
buyGBPUSD;1.28705;(0, -2, 0)
buyAUDUSD;0.79004;(0, -2, 0)
buyGBPUSD;1.28681;(0, -1, 0)
nothing;0.0;(0, -2, 0)
buyEURUSD;1.1737;(0, -1, 0)
nothing;0.0;(0, -1, 0)
buyAUDUSD;0.7901;(0, -1, 0)
buyEURUSD;1.17376;(0, -2, 0)
buyAUDUSD;0.79007;(0, -1, 0)
sellAUDUSD;0.79045;(0, -2, 0)
nothing;0.0;(0, -1, 0)
buyGBPUSD;1.28723;(0, -2, 0)
buyGBPUSD;1.287;(0, -1, 0)
buyGBPUSD;1.28693;(0, -1, 0)
buyEURUSD;1.17378;(0, -1, 0)
buyGBPUSD;1.28647;(0, -1, 0)
buyGBPUSD;1.2866;(0, -2, 0)
buyEURUSD;1.17371;(0, -1, 0)
nothing;0.0;(0, -1, 0)
buyAUDUSD;0.79048;(0, -1, 0)
buyGBPUSD;1.28653;(0, -1, 0)
nothing;0.0;(-1, -2, 0)
nothing;0.0;(-1, -1, 0)
buyAUDUSD;0.79079;(0, -1, 0)
buyEURUSD;1.17376;(0, -1, 1)
buyAUDUSD;0.79112;(-1, -1, 0)
sellEURUSD;1.17534;(-1, -2, 0)
sellGBPUSD;1.28705;(-1, -2, 0)
buyAUDUSD;0.7911;(-1, -1, 0)
buyEURUSD;1.17561;(-1, -1, 0)
buyEURUSD;1.1755;(-1, -1, 0)
buyEURUSD;1.17631;(-1, -1, 0)
buyEURUSD;1.17726;(-1, -2, -1)
buyEURUSD;1.17654;(-1, -1, 0)
buyGBPUSD;1.28768;(-1, -1, 0)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17714;(-1, -1, -1)
buyAUDUSD;0.79213;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17689;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79225;(-1, -1, -1)
buyGBPUSD;1.28835;(-1, -1, -1)
buyGBPUSD;1.28835;(-1, -1, -1)
buyAUDUSD;0.79184;(-1, -1, -1)
buyEURUSD;1.17763;(-1, -1, -1)
buyAUDUSD;0.79192;(-1, -1, -1)
buyAUDUSD;0.79164;(-1, -1, -1)
buyGBPUSD;1.28827;(-1, -1, -1)
buyAUDUSD;0.79164;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17769;(-1, -1, -1)
buyAUDUSD;0.79176;(-1, -1, -1)
buyGBPUSD;1.28823;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79186;(-1, -1, -1)
buyEURUSD;1.17715;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17685;(-1, -1, -1)
buyEURUSD;1.17673;(-1, -1, -1)
buyAUDUSD;0.79185;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79158;(-1, -1, -1)
buyAUDUSD;0.79166;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17701;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79186;(-1, -1, -1)
buyGBPUSD;1.28817;(-1, -1, -1)
buyGBPUSD;1.2881;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79178;(-1, -1, -1)
buyAUDUSD;0.79185;(-1, -1, -1)
buyAUDUSD;0.79178;(-1, -1, -1)
buyAUDUSD;0.79172;(-1, -1, -1)
buyEURUSD;1.17701;(-1, -1, -1)
buyAUDUSD;0.79176;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.7919;(-1, -1, -1)
buyGBPUSD;1.28849;(-1, -1, -1)
buyEURUSD;1.1768;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.1768;(-1, -1, -1)
buyEURUSD;1.17676;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79177;(-1, -1, -1)
buyAUDUSD;0.79177;(-1, -1, -1)
buyGBPUSD;1.28856;(-1, -1, -1)
buyEURUSD;1.17658;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17641;(-1, -1, -1)
buyEURUSD;1.17662;(-1, -1, -1)
buyGBPUSD;1.28841;(-1, -1, -1)
buyGBPUSD;1.2885;(-1, -1, -1)
buyAUDUSD;0.79177;(-1, -1, -1)
buyGBPUSD;1.28853;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.7918;(-1, -1, -1)
buyEURUSD;1.17652;(-1, -1, -1)
sellAUDUSD;0.79204;(-1, -1, -1)
buyAUDUSD;0.79225;(-1, -1, -1)
buyGBPUSD;1.28874;(-1, -1, -1)
buyGBPUSD;1.28877;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28876;(-1, -2, -1)
buyGBPUSD;1.28897;(-1, -2, -1)
buyAUDUSD;0.7927;(-1, -2, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28894;(-1, -2, -1)
buyGBPUSD;1.28925;(-1, -2, -1)
sellGBPUSD;1.28926;(-1, -2, -1)
buyAUDUSD;0.79316;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79297;(-1, -1, -1)
buyAUDUSD;0.79284;(-1, -1, -1)
buyGBPUSD;1.28903;(-1, -1, -1)
buyAUDUSD;0.79293;(-1, -1, -1)
buyEURUSD;1.17679;(-1, -1, -1)
buyEURUSD;1.17665;(-1, -1, -1)
buyGBPUSD;1.28874;(-1, -1, -1)
buyGBPUSD;1.28866;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17674;(-1, -1, -1)
buyAUDUSD;0.79284;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79273;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79284;(-1, -1, -1)
buyGBPUSD;1.289;(-1, -1, -1)
buyAUDUSD;0.79276;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79316;(-1, -1, -1)
buyGBPUSD;1.28863;(-1, -1, -1)
buyAUDUSD;0.79295;(-1, -1, -1)
buyEURUSD;1.17698;(-1, -1, -1)
buyEURUSD;1.17701;(-1, -1, -1)
buyGBPUSD;1.28859;(-1, -1, -1)
buyEURUSD;1.17701;(-1, -1, -1)
buyEURUSD;1.17698;(-1, -1, -1)
buyEURUSD;1.17699;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28867;(-1, -2, -1)
buyEURUSD;1.17715;(-1, -2, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79311;(-1, -1, -1)
buyGBPUSD;1.28873;(-1, -1, -1)
buyEURUSD;1.17689;(-1, -1, -1)
buyGBPUSD;1.28872;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28873;(-1, -1, -1)
buyAUDUSD;0.79324;(-1, -2, -1)
buyGBPUSD;1.28873;(-1, -1, -1)
buyEURUSD;1.17674;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17672;(-1, -1, -1)
buyGBPUSD;1.28869;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17685;(-1, -1, -1)
buyAUDUSD;0.79258;(-1, -1, -1)
buyAUDUSD;0.79267;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79267;(-1, -1, -1)
buyAUDUSD;0.79267;(-1, -1, -1)
buyGBPUSD;1.28872;(-1, -1, -1)
buyGBPUSD;1.28882;(-1, -1, -1)
buyEURUSD;1.17681;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.2889;(-1, -1, -1)
buyGBPUSD;1.28895;(-1, -1, -1)
buyGBPUSD;1.28865;(-1, -1, -1)
buyEURUSD;1.17676;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28885;(-1, -1, -1)
buyGBPUSD;1.28895;(-1, -1, -1)
buyGBPUSD;1.28895;(-1, -1, -1)
buyEURUSD;1.17673;(-1, -2, -1)
buyGBPUSD;1.28896;(-1, -2, -1)
buyAUDUSD;0.79325;(-1, -1, -1)
buyAUDUSD;0.79305;(-1, -1, -1)
buyEURUSD;1.17684;(-1, -1, -1)
buyAUDUSD;0.79282;(-1, -1, -1)
buyEURUSD;1.17687;(-1, -1, -1)
buyEURUSD;1.1769;(-1, -1, -1)
buyEURUSD;1.17681;(-1, -1, -1)
buyEURUSD;1.17674;(-1, -1, -1)
buyAUDUSD;0.79273;(-1, -1, -1)
buyAUDUSD;0.7927;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28922;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17687;(-1, -1, -1)
buyAUDUSD;0.79283;(-1, -1, -1)
buyEURUSD;1.17676;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.793;(-1, -1, -1)
buyAUDUSD;0.79316;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79321;(-1, -1, -1)
buyEURUSD;1.17686;(-1, -1, -1)
buyEURUSD;1.17683;(-1, -1, -1)
buyEURUSD;1.17687;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.7932;(-1, -1, -1)
buyEURUSD;1.17697;(-1, -1, -1)
buyEURUSD;1.17704;(-1, -1, -1)
buyEURUSD;1.17701;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17704;(-1, -1, -1)
buyAUDUSD;0.79306;(-1, -1, -1)
buyGBPUSD;1.28909;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17716;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
sellEURUSD;1.17709;(-1, -2, -1)
buyAUDUSD;0.79343;(-1, -2, -1)
buyAUDUSD;0.79341;(-1, -1, -1)
buyAUDUSD;0.79331;(-1, -1, -1)
buyAUDUSD;0.79348;(-1, -2, -1)
buyGBPUSD;1.28916;(-1, -1, -1)
buyGBPUSD;1.28914;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.2892;(-1, -1, -1)
buyGBPUSD;1.28918;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28916;(-1, -1, -1)
buyAUDUSD;0.79318;(-1, -1, -1)
buyEURUSD;1.17727;(-1, -1, -1)
buyGBPUSD;1.28907;(-1, -1, -1)
buyEURUSD;1.17711;(-1, -1, -1)
buyEURUSD;1.17721;(-1, -1, -1)
buyAUDUSD;0.79315;(-1, -1, -1)
buyGBPUSD;1.28909;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28908;(-1, -1, -1)
buyEURUSD;1.17712;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28906;(-1, -1, -1)
buyAUDUSD;0.79298;(-1, -1, -1)
buyEURUSD;1.17717;(-1, -1, -1)
buyEURUSD;1.17726;(-1, -1, -1)
buyAUDUSD;0.79286;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79286;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28917;(-1, -1, -1)
buyGBPUSD;1.28918;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.2892;(-1, -1, -1)
buyAUDUSD;0.7932;(-1, -1, -1)
buyAUDUSD;0.79315;(-1, -1, -1)
buyAUDUSD;0.79313;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17754;(-1, -1, -1)
buyGBPUSD;1.28915;(-1, -1, -1)
buyEURUSD;1.17766;(-1, -1, -1)
buyAUDUSD;0.79293;(-1, -1, -1)
buyEURUSD;1.17753;(-1, -1, -1)
buyGBPUSD;1.28915;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28926;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17732;(-1, -1, -1)
buyEURUSD;1.17732;(-1, -1, -1)
buyEURUSD;1.1773;(-1, -1, -1)
buyGBPUSD;1.28917;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28937;(-1, -1, -1)
buyGBPUSD;1.28927;(-1, -1, -1)
buyEURUSD;1.17736;(-1, -1, -1)
buyEURUSD;1.17756;(-1, -1, -1)
buyAUDUSD;0.79244;(-1, -1, -1)
buyGBPUSD;1.28927;(-1, -1, -1)
buyEURUSD;1.17743;(-1, -1, -1)
buyGBPUSD;1.28914;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79256;(-1, -1, -1)
buyEURUSD;1.1777;(-1, -1, -1)
buyAUDUSD;0.79261;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79263;(-1, -1, -1)
buyGBPUSD;1.28928;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79267;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79257;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28931;(-1, -1, -1)
buyGBPUSD;1.28932;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28931;(-1, -1, -1)
buyAUDUSD;0.79257;(-1, -1, -1)
buyAUDUSD;0.79257;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28931;(-1, -1, -1)
buyGBPUSD;1.28938;(-1, -1, -1)
buyEURUSD;1.17786;(-1, -1, -1)
buyAUDUSD;0.79249;(-1, -1, -1)
buyEURUSD;1.17799;(-1, -1, -1)
buyAUDUSD;0.79248;(-1, -1, -1)
buyAUDUSD;0.79248;(-1, -1, -1)
buyAUDUSD;0.79248;(-1, -1, -1)
buyGBPUSD;1.28938;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28933;(-1, -1, -1)
buyGBPUSD;1.28949;(-1, -1, -1)
buyEURUSD;1.17785;(-1, -1, -1)
buyEURUSD;1.17785;(-1, -1, -1)
buyEURUSD;1.17776;(-1, -1, -1)
buyGBPUSD;1.28948;(-1, -1, -1)
buyEURUSD;1.17769;(-1, -1, -1)
buyAUDUSD;0.79266;(-1, -1, -1)
buyGBPUSD;1.28948;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.7927;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28906;(-1, -1, -1)
buyGBPUSD;1.28905;(-1, -1, -1)
buyGBPUSD;1.28908;(-1, -1, -1)
buyGBPUSD;1.28909;(-1, -1, -1)
buyGBPUSD;1.28907;(-1, -1, -1)
buyGBPUSD;1.28917;(-1, -1, -1)
buyGBPUSD;1.28917;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.1773;(-1, -1, -1)
buyAUDUSD;0.79268;(-1, -1, -1)
buyAUDUSD;0.79262;(-1, -1, -1)
buyEURUSD;1.17734;(-1, -1, -1)
buyGBPUSD;1.2894;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79266;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28921;(-1, -1, -1)
buyGBPUSD;1.28916;(-1, -1, -1)
buyAUDUSD;0.79272;(-1, -1, -1)
buyAUDUSD;0.79268;(-1, -1, -1)
buyGBPUSD;1.28901;(-1, -1, -1)
buyAUDUSD;0.79268;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17714;(-1, -1, -1)
buyGBPUSD;1.28909;(-1, -1, -1)
buyGBPUSD;1.28917;(-1, -1, -1)
buyAUDUSD;0.79285;(-1, -1, -1)
buyAUDUSD;0.79291;(-1, -1, -1)
buyAUDUSD;0.79299;(-1, -1, -1)
sellGBPUSD;1.28928;(-1, -1, -1)
sellAUDUSD;0.79306;(-1, -1, -1)
buyAUDUSD;0.79318;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17731;(-1, -1, -1)
buyEURUSD;1.17749;(-1, -1, -1)
buyEURUSD;1.17746;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79326;(-1, -1, -1)
buyAUDUSD;0.79331;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.2893;(-1, -1, -1)
buyGBPUSD;1.28925;(-1, -1, -1)
buyEURUSD;1.17726;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79327;(-1, -1, -1)
buyEURUSD;1.1773;(-1, -1, -1)
buyGBPUSD;1.28914;(-1, -1, -1)
buyGBPUSD;1.28916;(-1, -1, -1)
buyGBPUSD;1.28923;(-1, -1, -1)
buyEURUSD;1.17733;(-1, -1, -1)
buyEURUSD;1.17733;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17723;(-1, -1, -1)
buyEURUSD;1.1772;(-1, -1, -1)
buyEURUSD;1.17716;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17718;(-1, -1, -1)
buyAUDUSD;0.79334;(-1, -1, -1)
buyEURUSD;1.17696;(-1, -1, -1)
buyAUDUSD;0.79312;(-1, -1, -1)
buyEURUSD;1.17679;(-1, -1, -1)
buyAUDUSD;0.7932;(-1, -1, -1)
buyEURUSD;1.1769;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28905;(-1, -1, -1)
buyAUDUSD;0.7933;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79308;(-1, -1, -1)
buyAUDUSD;0.793;(-1, -1, -1)
buyEURUSD;1.17687;(-1, -1, -1)
buyAUDUSD;0.79305;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17672;(-1, -1, -1)
buyEURUSD;1.17687;(-1, -1, -1)
buyAUDUSD;0.79314;(-1, -1, -1)
buyGBPUSD;1.28884;(-1, -1, -1)
buyGBPUSD;1.28885;(-1, -1, -1)
buyEURUSD;1.17688;(-1, -1, -1)
buyAUDUSD;0.79321;(-1, -1, 0)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17676;(-1, -1, -1)
buyEURUSD;1.17668;(-1, -1, 0)
nothing;0.0;(-1, -1, 0)
nothing;0.0;(-1, -1, 0)
nothing;0.0;(-1, -1, 0)
buyAUDUSD;0.79316;(-1, -1, 0)
buyEURUSD;1.17671;(-1, -1, 0)
buyGBPUSD;1.2887;(-1, -1, 0)
buyAUDUSD;0.79332;(-1, -1, -1)
nothing;0.0;(-1, -1, 0)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79335;(-1, -1, 0)
nothing;0.0;(-1, -2, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.2887;(-1, -1, 0)
buyAUDUSD;0.79339;(-1, -1, -1)
buyAUDUSD;0.79286;(-1, -1, 0)
buyEURUSD;1.17685;(-1, -1, 0)
nothing;0.0;(-1, -1, 0)
nothing;0.0;(-1, -1, 0)
buyAUDUSD;0.79268;(-1, -1, 0)
nothing;0.0;(-1, -1, 0)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79324;(-1, -1, -1)
buyGBPUSD;1.28885;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79337;(-1, -1, -1)
nothing;0.0;(-1, -2, -1)
buyGBPUSD;1.28891;(-1, -2, -1)
nothing;0.0;(-1, -2, -1)
sellAUDUSD;0.79358;(-1, -2, -1)
nothing;0.0;(-1, -2, -1)
nothing;0.0;(-1, -2, -1)
buyGBPUSD;1.28952;(-1, -2, -1)
sellEURUSD;1.17756;(-1, -2, -1)
buyGBPUSD;1.28959;(-1, -1, -1)
buyEURUSD;1.17776;(-1, -2, -1)
nothing;0.0;(-1, -2, -1)
buyEURUSD;1.17785;(-1, -2, -1)
nothing;0.0;(-1, -2, -1)
buyEURUSD;1.17793;(-1, -2, -1)
sellGBPUSD;1.29;(-1, -2, -1)
buyEURUSD;1.17841;(-2, -2, -1)
buyGBPUSD;1.28993;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17833;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28989;(-1, -1, -1)
buyAUDUSD;0.79348;(-1, -1, -1)
buyAUDUSD;0.79367;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.28969;(-1, -1, -1)
buyAUDUSD;0.79358;(-1, -1, -1)
buyEURUSD;1.17823;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29025;(-2, -1, -1)
buyAUDUSD;0.79418;(-1, -1, -1)
buyAUDUSD;0.79412;(-1, -1, -1)
buyEURUSD;1.17843;(-2, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17838;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29034;(-2, -1, -1)
buyGBPUSD;1.29034;(-1, -1, -1)
buyEURUSD;1.17832;(-1, -1, -1)
buyGBPUSD;1.29044;(-1, -1, -1)
buyAUDUSD;0.79379;(-2, -1, -1)
buyGBPUSD;1.29076;(-2, -1, -1)
buyGBPUSD;1.29092;(-1, -1, -1)
buyEURUSD;1.17879;(-1, -1, -1)
buyAUDUSD;0.79426;(-2, -1, -1)
nothing;0.0;(-2, -1, -1)
buyAUDUSD;0.79447;(-2, -1, -1)
buyEURUSD;1.17882;(-1, -1, -1)
buyAUDUSD;0.79423;(-1, -1, -1)
buyAUDUSD;0.79436;(-1, -1, -1)
buyGBPUSD;1.29082;(-1, -1, -1)
buyEURUSD;1.17887;(-1, -1, -1)
buyEURUSD;1.17886;(-1, -1, -1)
buyEURUSD;1.17899;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79404;(-1, -1, -1)
buyAUDUSD;0.79408;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79389;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17855;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17866;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79351;(-1, -1, -1)
buyEURUSD;1.17833;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79348;(-1, -1, -1)
buyGBPUSD;1.29055;(-1, -1, -1)
buyGBPUSD;1.2906;(-1, -1, -1)
buyGBPUSD;1.2906;(-1, -1, -1)
buyGBPUSD;1.2906;(-1, -1, -1)
buyGBPUSD;1.29061;(-1, -1, -1)
buyEURUSD;1.17855;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29036;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29012;(-1, -1, -1)
buyEURUSD;1.17836;(-1, -1, -1)
buyGBPUSD;1.2901;(-1, -1, -1)
buyGBPUSD;1.29003;(-1, -1, -1)
buyGBPUSD;1.29003;(-1, -1, -1)
buyEURUSD;1.17806;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17804;(-1, -1, -1)
buyAUDUSD;0.79283;(-1, -1, -1)
buyAUDUSD;0.79289;(-1, -1, -1)
buyGBPUSD;1.28999;(-1, -1, -1)
buyGBPUSD;1.28999;(-1, -1, -1)
buyEURUSD;1.178;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79271;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29002;(-1, -1, -1)
buyAUDUSD;0.79284;(-1, -1, -1)
buyAUDUSD;0.79296;(-1, -1, -1)
buyEURUSD;1.17808;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.2902;(-1, -1, -1)
buyGBPUSD;1.29014;(-1, -1, -1)
buyAUDUSD;0.79328;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyEURUSD;1.17839;(-1, -1, -1)
buyAUDUSD;0.79344;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29012;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79311;(-1, -1, -1)
buyEURUSD;1.17796;(-1, -1, -1)
buyGBPUSD;1.29033;(-1, -1, -1)
buyEURUSD;1.17801;(-1, -1, -1)
buyAUDUSD;0.79316;(-1, -1, -1)
buyEURUSD;1.17805;(-1, -1, -1)
buyEURUSD;1.17792;(-1, -1, -1)
buyEURUSD;1.17794;(-1, -1, -1)
buyEURUSD;1.17788;(-1, -1, -1)
buyAUDUSD;0.79312;(-1, -1, -1)
buyGBPUSD;1.29052;(-1, -1, -1)
buyGBPUSD;1.29051;(-1, -1, -1)
buyEURUSD;1.17803;(-1, -1, -1)
buyEURUSD;1.17792;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.79346;(-1, -1, -1)
buyGBPUSD;1.29052;(-1, -1, -1)
buyGBPUSD;1.29061;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyAUDUSD;0.7934;(-1, -1, -1)
buyAUDUSD;0.79332;(-1, -1, -1)
nothing;0.0;(-1, -1, -1)
buyGBPUSD;1.29051;(-1, -1, -1)
